AA	Similarity	RevSimilarity	NO3RevSimilarity	Min Common Movies	Min Sim Neighbors	First Best Neighs	NN Predictions	NN Coverage	NN MAE Sum	NN MAE CF	FN Predictions	FN Coverage	FN MAE Sum	Rev MAE CF	NO3 FN Predictions	NO3 FN Coverage	NO3 FN MAE Sum	NO3 Rev MAE CF	Combined NN FN Predictions	NN FN Coverage	NN FN MAE Sum	NN FN MAE CF	Combined NN NO3 FN Predictions	NN NO3 FN Coverage	NN NO3 FN MAE Sum	NN FN MAE CF
11	0.0	0.0	0.0	20	0	1500	849	0.9003181336161188	584.0	0.6878680800942285	773	0.8197242841993637	712.0	0.9210866752910737	515	0.5461293743372216	534.0	1.036893203883495	863	0.9151643690349947	604.0	0.6998841251448435	849	0.9003181336161188	584.0	0.7114252061248527
12	0.1	0.0	0.0	20	0	1500	840	0.8907741251325557	558.0	0.6642857142857143	773	0.8197242841993637	712.0	0.9210866752910737	515	0.5461293743372216	534.0	1.036893203883495	862	0.9141039236479321	586.0	0.679814385150812	841	0.8918345705196182	558.0	0.6967895362663495
13	0.2	0.0	0.0	20	0	1500	817	0.8663838812301167	525.0	0.642594859241126	773	0.8197242841993637	712.0	0.9210866752910737	515	0.5461293743372216	534.0	1.036893203883495	853	0.9045599151643691	561.0	0.6576787807737398	821	0.870625662778367	525.0	0.6833130328867235
14	0.3	0.0	0.0	20	0	1500	794	0.8419936373276776	505.0	0.6360201511335013	773	0.8197242841993637	712.0	0.9210866752910737	515	0.5461293743372216	534.0	1.036893203883495	847	0.8981972428419936	553.0	0.6528925619834711	806	0.8547189819724285	512.0	0.6861042183622829
15	0.4	0.0	0.0	20	0	1500	699	0.7412513255567338	438.0	0.6266094420600858	773	0.8197242841993637	712.0	0.9210866752910737	515	0.5461293743372216	534.0	1.036893203883495	822	0.8716861081654295	548.0	0.6666666666666666	751	0.7963944856839873	488.0	0.729693741677763
16	0.0	0.0	0.0	30	0	1500	674	0.7147401908801697	446.0	0.6617210682492581	593	0.6288441145281018	579.0	0.9763912310286678	324	0.34358430540827145	356.0	1.0987654320987654	687	0.7285259809119831	466.0	0.6783114992721979	675	0.7158006362672322	448.0	0.6903703703703704
17	0.1	0.0	0.0	30	0	1500	668	0.7083775185577943	436.0	0.6526946107784432	593	0.6288441145281018	579.0	0.9763912310286678	324	0.34358430540827145	356.0	1.0987654320987654	683	0.7242841993637328	457.0	0.6691068814055637	669	0.7094379639448568	438.0	0.6831091180866966
18	0.2	0.0	0.0	30	0	1500	654	0.6935312831389183	430.0	0.6574923547400612	593	0.6288441145281018	579.0	0.9763912310286678	324	0.34358430540827145	356.0	1.0987654320987654	675	0.7158006362672322	457.0	0.677037037037037	657	0.6967126193001061	432.0	0.69558599695586
19	0.3	0.0	0.0	30	0	1500	615	0.6521739130434783	398.0	0.6471544715447154	593	0.6288441145281018	579.0	0.9763912310286678	324	0.34358430540827145	356.0	1.0987654320987654	664	0.704135737009544	453.0	0.6822289156626506	629	0.6670201484623541	411.0	0.7201907790143084
20	0.4	0.0	0.0	30	0	1500	517	0.5482502651113468	329.0	0.6363636363636364	593	0.6288441145281018	579.0	0.9763912310286678	324	0.34358430540827145	356.0	1.0987654320987654	638	0.6765641569459173	455.0	0.713166144200627	566	0.6002120890774125	382.0	0.803886925795053
21	0.0	0.0	0.0	40	0	1500	585	0.6203605514316013	412.0	0.7042735042735043	475	0.503711558854719	464.0	0.9768421052631578	201	0.21314952279957583	220.0	1.0945273631840795	592	0.6277836691410392	425.0	0.7179054054054054	586	0.6214209968186638	414.0	0.7252559726962458
22	0.1	0.0	0.0	40	0	1500	577	0.6118769883351007	409.0	0.708838821490468	475	0.503711558854719	464.0	0.9768421052631578	201	0.21314952279957583	220.0	1.0945273631840795	587	0.6224814422057264	423.0	0.7206132879045997	578	0.6129374337221634	411.0	0.7318339100346021
23	0.2	0.0	0.0	40	0	1500	556	0.5896076352067868	379.0	0.6816546762589928	475	0.503711558854719	464.0	0.9768421052631578	201	0.21314952279957583	220.0	1.0945273631840795	577	0.6118769883351007	409.0	0.708838821490468	558	0.591728525980912	381.0	0.7329749103942652
24	0.3	0.0	0.0	40	0	1500	510	0.5408271474019088	333.0	0.6529411764705882	475	0.503711558854719	464.0	0.9768421052631578	201	0.21314952279957583	220.0	1.0945273631840795	562	0.5959703075291622	389.0	0.6921708185053381	525	0.5567338282078473	349.0	0.7409523809523809
25	0.4	0.0	0.0	40	0	1500	398	0.4220572640509014	235.0	0.5904522613065326	475	0.503711558854719	464.0	0.9768421052631578	201	0.21314952279957583	220.0	1.0945273631840795	535	0.5673382820784729	382.0	0.7140186915887851	449	0.47613997879109227	293.0	0.8507795100222717
